timestamp,latitude,longitude,altitude
2024-10-22 23:40:00,33.93831959243631,96.09610137477051,34522.257575439304
2024-10-22 23:41:00,13.055879405467865,88.80832855775316,21934.368638006512
2024-10-22 23:42:00,7.895448548828244,68.43830607742366,13972.014709591325
2024-10-22 23:43:00,10.853620849467358,92.19523700371138,13780.120360875286
2024-10-22 23:44:00,18.907074625933056,69.19098681397546,32742.71699279783
2024-10-22 23:45:00,21.945407403005323,96.02361887061998,9704.033136342408
2024-10-22 23:46:00,32.395759607495805,78.36233991115027,20459.432639877217
2024-10-22 23:47:00,10.974611656338528,85.21434688578589,1880.0083767373987
2024-10-22 23:48:00,29.303985659671827,90.41955179562959,4692.63251989191
2024-10-22 23:49:00,14.679702423090035,96.15254885970262,34327.82786240827
2024-10-22 23:50:00,17.79825222382801,72.63500850344373,35115.63108782549
2024-10-22 23:51:00,15.281703214080636,83.18034125838005,7233.150265129615
2024-10-22 23:52:00,16.185125519033285,85.61363778345387,13694.789304610207
2024-10-22 23:53:00,26.54173296831459,77.67037394920533,16427.17865698288
2024-10-22 23:54:00,21.596040451980166,81.12002746098726,36280.49769022841
2024-10-22 23:55:00,15.499717936941511,81.07992431429419,21781.702744440398
2024-10-22 23:56:00,23.149932171586443,70.98102823355028,22814.31611990136
2024-10-22 23:57:00,12.959094926846202,82.51707347288287,2186.9683603649114
2024-10-22 23:58:00,30.009879130678296,92.36749187058383,23874.65779148313
2024-10-22 23:59:00,22.265724620324225,79.01691519744081,6649.808166701172
2024-10-23 00:00:00,18.779931945749205,76.23245467867339,2135.7308198348514
2024-10-23 00:01:00,30.15728236744783,69.79007362333867,33373.12977644524
2024-10-23 00:02:00,12.136390948442,86.02314694924878,17835.07210767648
2024-10-23 00:03:00,26.40138589223097,71.08005812196294,16517.457117591213
2024-10-23 00:04:00,7.039677437409999,91.93916512064162,24259.089535112675
2024-10-23 00:05:00,16.68989786407281,86.63740317263786,22465.856953006518
2024-10-23 00:06:00,9.240599479083803,82.05487271596755,25183.539824348514
2024-10-23 00:07:00,12.535295610057258,73.7950288869059,3224.7515372022085
2024-10-23 00:08:00,8.592424075576176,81.48433850602136,38064.13751318246
2024-10-23 00:09:00,8.181093311333582,80.99228759584187,24516.029574112737
